Total Nacional;Comunidades y Ciudades Autónomas;Provincias;Régimen y estado;Periodo;Total
Total Nacional;14 Murcia, Región de;30 Murcia;Vivienda libre;2008;23.568
Total Nacional;14 Murcia, Región de;30 Murcia;Vivienda libre;2007;29.358
Total Nacional;14 Murcia, Región de;30 Murcia;Vivienda protegida;2025;2.450
Total Nacional;14 Murcia, Región de;30 Murcia;Vivienda protegida;2024;2.210
Total Nacional;14 Murcia, Región de;30 Murcia;Vivienda protegida;2023;1.821
Total Nacional;14 Murcia, Región de;30 Murcia;Vivienda protegida;2022;2.132
Total Nacional;14 Murcia, Región de;30 Murcia;Vivienda protegida;2021;1.814
Total Nacional;14 Murcia, Región de;30 Murcia;Vivienda protegida;2020;1.622
Total Nacional;14 Murcia, Región de;30 Murcia;Vivienda protegida;2019;1.858
Total Nacional;14 Murcia, Región de;30 Murcia;Vivienda protegida;2018;1.743
Total Nacional;14 Murcia, Región de;30 Murcia;Vivienda protegida;2017;1.401
Total Nacional;14 Murcia, Región de;30 Murcia;Vivienda protegida;2016;1.152
Total Nacional;14 Murcia, Región de;30 Murcia;Vivienda protegida;2015;911
Total Nacional;14 Murcia, Región de;30 Murcia;Vivienda protegida;2014;834
Total Nacional;14 Murcia, Región de;30 Murcia;Vivienda protegida;2013;863
Total Nacional;14 Murcia, Región de;30 Murcia;Vivienda protegida;2012;911
Total Nacional;14 Murcia, Región de;30 Murcia;Vivienda protegida;2011;928
Total Nacional;14 Murcia, Región de;30 Murcia;Vivienda protegida;2010;984
Total Nacional;14 Murcia, Región de;30 Murcia;Vivienda protegida;2009;747
Total Nacional;14 Murcia, Región de;30 Murcia;Vivienda protegida;2008;1.345
Total Nacional;14 Murcia, Región de;30 Murcia;Vivienda protegida;2007;1.986
Total Nacional;15 Navarra, Comunidad Foral de;;Viviendas: Total;2025;7.495
Total Nacional;15 Navarra, Comunidad Foral de;;Viviendas: Total;2024;7.337
Total Nacional;15 Navarra, Comunidad Foral de;;Viviendas: Total;2023;6.322
Total Nacional;15 Navarra, Comunidad Foral de;;Viviendas: Total;2022;6.799
Total Nacional;15 Navarra, Comunidad Foral de;;Viviendas: Total;2021;6.549
Total Nacional;15 Navarra, Comunidad Foral de;;Viviendas: Total;2020;4.921
Total Nacional;15 Navarra, Comunidad Foral de;;Viviendas: Total;2019;5.711
Total Nacional;15 Navarra, Comunidad Foral de;;Viviendas: Total;2018;6.102
Total Nacional;15 Navarra, Comunidad Foral de;;Viviendas: Total;2017;5.145
Total Nacional;15 Navarra, Comunidad Foral de;;Viviendas: Total;2016;4.631
Total Nacional;15 Navarra, Comunidad Foral de;;Viviendas: Total;2015;4.286
Total Nacional;15 Navarra, Comunidad Foral de;;Viviendas: Total;2014;4.386
Total Nacional;15 Navarra, Comunidad Foral de;;Viviendas: Total;2013;3.865
Total Nacional;15 Navarra, Comunidad Foral de;;Viviendas: Total;2012;3.993
Total Nacional;15 Navarra, Comunidad Foral de;;Viviendas: Total;2011;4.496
Total Nacional;15 Navarra, Comunidad Foral de;;Viviendas: Total;2010;5.861
Total Nacional;15 Navarra, Comunidad Foral de;;Viviendas: Total;2009;5.033
Total Nacional;15 Navarra, Comunidad Foral de;;Viviendas: Total;2008;6.399
Total Nacional;15 Navarra, Comunidad Foral de;;Viviendas: Total;2007;9.592
Total Nacional;15 Navarra, Comunidad Foral de;;Vivienda nueva;2025;2.257
Total Nacional;15 Navarra, Comunidad Foral de;;Vivienda nueva;2024;2.190
Total Nacional;15 Navarra, Comunidad Foral de;;Vivienda nueva;2023;2.254
Total Nacional;15 Navarra, Comunidad Foral de;;Vivienda nueva;2022;2.154
Total Nacional;15 Navarra, Comunidad Foral de;;Vivienda nueva;2021;2.023
Total Nacional;15 Navarra, Comunidad Foral de;;Vivienda nueva;2020;1.299
Total Nacional;15 Navarra, Comunidad Foral de;;Vivienda nueva;2019;1.446
Total Nacional;15 Navarra, Comunidad Foral de;;Vivienda nueva;2018;1.495
Total Nacional;15 Navarra, Comunidad Foral de;;Vivienda nueva;2017;1.102
Total Nacional;15 Navarra, Comunidad Foral de;;Vivienda nueva;2016;1.085
Total Nacional;15 Navarra, Comunidad Foral de;;Vivienda nueva;2015;1.121
Total Nacional;15 Navarra, Comunidad Foral de;;Vivienda nueva;2014;1.845
Total Nacional;15 Navarra, Comunidad Foral de;;Vivienda nueva;2013;1.642
Total Nacional;15 Navarra, Comunidad Foral de;;Vivienda nueva;2012;2.091
Total Nacional;15 Navarra, Comunidad Foral de;;Vivienda nueva;2011;2.379
Total Nacional;15 Navarra, Comunidad Foral de;;Vivienda nueva;2010;3.568
Total Nacional;15 Navarra, Comunidad Foral de;;Vivienda nueva;2009;3.085
Total Nacional;15 Navarra, Comunidad Foral de;;Vivienda nueva;2008;4.204
Total Nacional;15 Navarra, Comunidad Foral de;;Vivienda nueva;2007;6.115
Total Nacional;15 Navarra, Comunidad Foral de;;Vivienda usada;2025;5.238
Total Nacional;15 Navarra, Comunidad Foral de;;Vivienda usada;2024;5.147
Total Nacional;15 Navarra, Comunidad Foral de;;Vivienda usada;2023;4.068
Total Nacional;15 Navarra, Comunidad Foral de;;Vivienda usada;2022;4.645
Total Nacional;15 Navarra, Comunidad Foral de;;Vivienda usada;2021;4.526
Total Nacional;15 Navarra, Comunidad Foral de;;Vivienda usada;2020;3.622
Total Nacional;15 Navarra, Comunidad Foral de;;Vivienda usada;2019;4.265
Total Nacional;15 Navarra, Comunidad Foral de;;Vivienda usada;2018;4.607
Total Nacional;15 Navarra, Comunidad Foral de;;Vivienda usada;2017;4.043
Total Nacional;15 Navarra, Comunidad Foral de;;Vivienda usada;2016;3.546
Total Nacional;15 Navarra, Comunidad Foral de;;Vivienda usada;2015;3.165
Total Nacional;15 Navarra, Comunidad Foral de;;Vivienda usada;2014;2.541
Total Nacional;15 Navarra, Comunidad Foral de;;Vivienda usada;2013;2.223
Total Nacional;15 Navarra, Comunidad Foral de;;Vivienda usada;2012;1.902
Total Nacional;15 Navarra, Comunidad Foral de;;Vivienda usada;2011;2.117
Total Nacional;15 Navarra, Comunidad Foral de;;Vivienda usada;2010;2.293
Total Nacional;15 Navarra, Comunidad Foral de;;Vivienda usada;2009;1.948
Total Nacional;15 Navarra, Comunidad Foral de;;Vivienda usada;2008;2.195
Total Nacional;15 Navarra, Comunidad Foral de;;Vivienda usada;2007;3.477
Total Nacional;15 Navarra, Comunidad Foral de;;Vivienda libre;2025;6.838
Total Nacional;15 Navarra, Comunidad Foral de;;Vivienda libre;2024;6.518
Total Nacional;15 Navarra, Comunidad Foral de;;Vivienda libre;2023;5.713
Total Nacional;15 Navarra, Comunidad Foral de;;Vivienda libre;2022;5.978
Total Nacional;15 Navarra, Comunidad Foral de;;Vivienda libre;2021;5.700
Total Nacional;15 Navarra, Comunidad Foral de;;Vivienda libre;2020;4.270
Total Nacional;15 Navarra, Comunidad Foral de;;Vivienda libre;2019;4.968
Total Nacional;15 Navarra, Comunidad Foral de;;Vivienda libre;2018;5.044
Total Nacional;15 Navarra, Comunidad Foral de;;Vivienda libre;2017;4.377
Total Nacional;15 Navarra, Comunidad Foral de;;Vivienda libre;2016;3.913
Total Nacional;15 Navarra, Comunidad Foral de;;Vivienda libre;2015;3.575
Total Nacional;15 Navarra, Comunidad Foral de;;Vivienda libre;2014;3.248
Total Nacional;15 Navarra, Comunidad Foral de;;Vivienda libre;2013;3.039
Total Nacional;15 Navarra, Comunidad Foral de;;Vivienda libre;2012;2.952
Total Nacional;15 Navarra, Comunidad Foral de;;Vivienda libre;2011;3.115
Total Nacional;15 Navarra, Comunidad Foral de;;Vivienda libre;2010;4.629
Total Nacional;15 Navarra, Comunidad Foral de;;Vivienda libre;2009;4.118
Total Nacional;15 Navarra, Comunidad Foral de;;Vivienda libre;2008;5.138
Total Nacional;15 Navarra, Comunidad Foral de;;Vivienda libre;2007;8.419
Total Nacional;15 Navarra, Comunidad Foral de;;Vivienda protegida;2025;657
Total Nacional;15 Navarra, Comunidad Foral de;;Vivienda protegida;2024;819
Total Nacional;15 Navarra, Comunidad Foral de;;Vivienda protegida;2023;609
Total Nacional;15 Navarra, Comunidad Foral de;;Vivienda protegida;2022;821
Total Nacional;15 Navarra, Comunidad Foral de;;Vivienda protegida;2021;849
Total Nacional;15 Navarra, Comunidad Foral de;;Vivienda protegida;2020;651
Total Nacional;15 Navarra, Comunidad Foral de;;Vivienda protegida;2019;743
Total Nacional;15 Navarra, Comunidad Foral de;;Vivienda protegida;2018;1.058
Total Nacional;15 Navarra, Comunidad Foral de;;Vivienda protegida;2017;768
Total Nacional;15 Navarra, Comunidad Foral de;;Vivienda protegida;2016;718
Total Nacional;15 Navarra, Comunidad Foral de;;Vivienda protegida;2015;711
Total Nacional;15 Navarra, Comunidad Foral de;;Vivienda protegida;2014;1.138
Total Nacional;15 Navarra, Comunidad Foral de;;Vivienda protegida;2013;826
Total Nacional;15 Navarra, Comunidad Foral de;;Vivienda protegida;2012;1.041
Total Nacional;15 Navarra, Comunidad Foral de;;Vivienda protegida;2011;1.381
Total Nacional;15 Navarra, Comunidad Foral de;;Vivienda protegida;2010;1.232
Total Nacional;15 Navarra, Comunidad Foral de;;Vivienda protegida;2009;915
Total Nacional;15 Navarra, Comunidad Foral de;;Vivienda protegida;2008;1.261
Total Nacional;15 Navarra, Comunidad Foral de;;Vivienda protegida;2007;1.173
Total Nacional;15 Navarra, Comunidad Foral de;31 Navarra;Viviendas: Total;2025;7.495
Total Nacional;15 Navarra, Comunidad Foral de;31 Navarra;Viviendas: Total;2024;7.337
Total Nacional;15 Navarra, Comunidad Foral de;31 Navarra;Viviendas: Total;2023;6.322
Total Nacional;15 Navarra, Comunidad Foral de;31 Navarra;Viviendas: Total;2022;6.799
Total Nacional;15 Navarra, Comunidad Foral de;31 Navarra;Viviendas: Total;2021;6.549
Total Nacional;15 Navarra, Comunidad Foral de;31 Navarra;Viviendas: Total;2020;4.921
Total Nacional;15 Navarra, Comunidad Foral de;31 Navarra;Viviendas: Total;2019;5.711
Total Nacional;15 Navarra, Comunidad Foral de;31 Navarra;Viviendas: Total;2018;6.102
Total Nacional;15 Navarra, Comunidad Foral de;31 Navarra;Viviendas: Total;2017;5.145
Total Nacional;15 Navarra, Comunidad Foral de;31 Navarra;Viviendas: Total;2016;4.631
Total Nacional;15 Navarra, Comunidad Foral de;31 Navarra;Viviendas: Total;2015;4.286
Total Nacional;15 Navarra, Comunidad Foral de;31 Navarra;Viviendas: Total;2014;4.386
Total Nacional;15 Navarra, Comunidad Foral de;31 Navarra;Viviendas: Total;2013;3.865
Total Nacional;15 Navarra, Comunidad Foral de;31 Navarra;Viviendas: Total;2012;3.993
Total Nacional;15 Navarra, Comunidad Foral de;31 Navarra;Viviendas: Total;2011;4.496
Total Nacional;15 Navarra, Comunidad Foral de;31 Navarra;Viviendas: Total;2010;5.861
Total Nacional;15 Navarra, Comunidad Foral de;31 Navarra;Viviendas: Total;2009;5.033
Total Nacional;15 Navarra, Comunidad Foral de;31 Navarra;Viviendas: Total;2008;6.399
Total Nacional;15 Navarra, Comunidad Foral de;31 Navarra;Viviendas: Total;2007;9.592
Total Nacional;15 Navarra, Comunidad Foral de;31 Navarra;Vivienda nueva;2025;2.257
Total Nacional;15 Navarra, Comunidad Foral de;31 Navarra;Vivienda nueva;2024;2.190
Total Nacional;15 Navarra, Comunidad Foral de;31 Navarra;Vivienda nueva;2023;2.254
Total Nacional;15 Navarra, Comunidad Foral de;31 Navarra;Vivienda nueva;2022;2.154
Total Nacional;15 Navarra, Comunidad Foral de;31 Navarra;Vivienda nueva;2021;2.023
Total Nacional;15 Navarra, Comunidad Foral de;31 Navarra;Vivienda nueva;2020;1.299
Total Nacional;15 Navarra, Comunidad Foral de;31 Navarra;Vivienda nueva;2019;1.446
Total Nacional;15 Navarra, Comunidad Foral de;31 Navarra;Vivienda nueva;2018;1.495
Total Nacional;15 Navarra, Comunidad Foral de;31 Navarra;Vivienda nueva;2017;1.102
Total Nacional;15 Navarra, Comunidad Foral de;31 Navarra;Vivienda nueva;2016;1.085
Total Nacional;15 Navarra, Comunidad Foral de;31 Navarra;Vivienda nueva;2015;1.121
Total Nacional;15 Navarra, Comunidad Foral de;31 Navarra;Vivienda nueva;2014;1.845
Total Nacional;15 Navarra, Comunidad Foral de;31 Navarra;Vivienda nueva;2013;1.642
Total Nacional;15 Navarra, Comunidad Foral de;31 Navarra;Vivienda nueva;2012;2.091
Total Nacional;15 Navarra, Comunidad Foral de;31 Navarra;Vivienda nueva;2011;2.379
Total Nacional;15 Navarra, Comunidad Foral de;31 Navarra;Vivienda nueva;2010;3.568
Total Nacional;15 Navarra, Comunidad Foral de;31 Navarra;Vivienda nueva;2009;3.085
Total Nacional;15 Navarra, Comunidad Foral de;31 Navarra;Vivienda nueva;2008;4.204
Total Nacional;15 Navarra, Comunidad Foral de;31 Navarra;Vivienda nueva;2007;6.115
Total Nacional;15 Navarra, Comunidad Foral de;31 Navarra;Vivienda usada;2025;5.238
Total Nacional;15 Navarra, Comunidad Foral de;31 Navarra;Vivienda usada;2024;5.147
Total Nacional;15 Navarra, Comunidad Foral de;31 Navarra;Vivienda usada;2023;4.068
Total Nacional;15 Navarra, Comunidad Foral de;31 Navarra;Vivienda usada;2022;4.645
Total Nacional;15 Navarra, Comunidad Foral de;31 Navarra;Vivienda usada;2021;4.526
Total Nacional;15 Navarra, Comunidad Foral de;31 Navarra;Vivienda usada;2020;3.622
Total Nacional;15 Navarra, Comunidad Foral de;31 Navarra;Vivienda usada;2019;4.265
Total Nacional;15 Navarra, Comunidad Foral de;31 Navarra;Vivienda usada;2018;4.607
Total Nacional;15 Navarra, Comunidad Foral de;31 Navarra;Vivienda usada;2017;4.043
Total Nacional;15 Navarra, Comunidad Foral de;31 Navarra;Vivienda usada;2016;3.546
Total Nacional;15 Navarra, Comunidad Foral de;31 Navarra;Vivienda usada;2015;3.165
Total Nacional;15 Navarra, Comunidad Foral de;31 Navarra;Vivienda usada;2014;2.541
Total Nacional;15 Navarra, Comunidad Foral de;31 Navarra;Vivienda usada;2013;2.223
Total Nacional;15 Navarra, Comunidad Foral de;31 Navarra;Vivienda usada;2012;1.902
Total Nacional;15 Navarra, Comunidad Foral de;31 Navarra;Vivienda usada;2011;2.117
Total Nacional;15 Navarra, Comunidad Foral de;31 Navarra;Vivienda usada;2010;2.293
Total Nacional;15 Navarra, Comunidad Foral de;31 Navarra;Vivienda usada;2009;1.948
Total Nacional;15 Navarra, Comunidad Foral de;31 Navarra;Vivienda usada;2008;2.195
Total Nacional;15 Navarra, Comunidad Foral de;31 Navarra;Vivienda usada;2007;3.477
Total Nacional;15 Navarra, Comunidad Foral de;31 Navarra;Vivienda libre;2025;6.838
Total Nacional;15 Navarra, Comunidad Foral de;31 Navarra;Vivienda libre;2024;6.518
Total Nacional;15 Navarra, Comunidad Foral de;31 Navarra;Vivienda libre;2023;5.713
Total Nacional;15 Navarra, Comunidad Foral de;31 Navarra;Vivienda libre;2022;5.978
Total Nacional;15 Navarra, Comunidad Foral de;31 Navarra;Vivienda libre;2021;5.700
Total Nacional;15 Navarra, Comunidad Foral de;31 Navarra;Vivienda libre;2020;4.270
Total Nacional;15 Navarra, Comunidad Foral de;31 Navarra;Vivienda libre;2019;4.968
Total Nacional;15 Navarra, Comunidad Foral de;31 Navarra;Vivienda libre;2018;5.044
Total Nacional;15 Navarra, Comunidad Foral de;31 Navarra;Vivienda libre;2017;4.377
Total Nacional;15 Navarra, Comunidad Foral de;31 Navarra;Vivienda libre;2016;3.913
Total Nacional;15 Navarra, Comunidad Foral de;31 Navarra;Vivienda libre;2015;3.575
Total Nacional;15 Navarra, Comunidad Foral de;31 Navarra;Vivienda libre;2014;3.248
Total Nacional;15 Navarra, Comunidad Foral de;31 Navarra;Vivienda libre;2013;3.039
Total Nacional;15 Navarra, Comunidad Foral de;31 Navarra;Vivienda libre;2012;2.952
Total Nacional;15 Navarra, Comunidad Foral de;31 Navarra;Vivienda libre;2011;3.115
Total Nacional;15 Navarra, Comunidad Foral de;31 Navarra;Vivienda libre;2010;4.629
Total Nacional;15 Navarra, Comunidad Foral de;31 Navarra;Vivienda libre;2009;4.118
Total Nacional;15 Navarra, Comunidad Foral de;31 Navarra;Vivienda libre;2008;5.138
Total Nacional;15 Navarra, Comunidad Foral de;31 Navarra;Vivienda libre;2007;8.419
Total Nacional;15 Navarra, Comunidad Foral de;31 Navarra;Vivienda protegida;2025;657
Total Nacional;15 Navarra, Comunidad Foral de;31 Navarra;Vivienda protegida;2024;819
Total Nacional;15 Navarra, Comunidad Foral de;31 Navarra;Vivienda protegida;2023;609
Total Nacional;15 Navarra, Comunidad Foral de;31 Navarra;Vivienda protegida;2022;821
Total Nacional;15 Navarra, Comunidad Foral de;31 Navarra;Vivienda protegida;2021;849
Total Nacional;15 Navarra, Comunidad Foral de;31 Navarra;Vivienda protegida;2020;651
Total Nacional;15 Navarra, Comunidad Foral de;31 Navarra;Vivienda protegida;2019;743
Total Nacional;15 Navarra, Comunidad Foral de;31 Navarra;Vivienda protegida;2018;1.058
Total Nacional;15 Navarra, Comunidad Foral de;31 Navarra;Vivienda protegida;2017;768
Total Nacional;15 Navarra, Comunidad Foral de;31 Navarra;Vivienda protegida;2016;718
Total Nacional;15 Navarra, Comunidad Foral de;31 Navarra;Vivienda protegida;2015;711
Total Nacional;15 Navarra, Comunidad Foral de;31 Navarra;Vivienda protegida;2014;1.138
Total Nacional;15 Navarra, Comunidad Foral de;31 Navarra;Vivienda protegida;2013;826
Total Nacional;15 Navarra, Comunidad Foral de;31 Navarra;Vivienda protegida;2012;1.041
Total Nacional;15 Navarra, Comunidad Foral de;31 Navarra;Vivienda protegida;2011;1.381
Total Nacional;15 Navarra, Comunidad Foral de;31 Navarra;Vivienda protegida;2010;1.232
Total Nacional;15 Navarra, Comunidad Foral de;31 Navarra;Vivienda protegida;2009;915
Total Nacional;15 Navarra, Comunidad Foral de;31 Navarra;Vivienda protegida;2008;1.261
Total Nacional;15 Navarra, Comunidad Foral de;31 Navarra;Vivienda protegida;2007;1.173
Total Nacional;16 País Vasco;;Viviendas: Total;2025;26.636
Total Nacional;16 País Vasco;;Viviendas: Total;2024;23.221
Total Nacional;16 País Vasco;;Viviendas: Total;2023;20.368
Total Nacional;16 País Vasco;;Viviendas: Total;2022;23.651
Total Nacional;16 País Vasco;;Viviendas: Total;2021;21.684
Total Nacional;16 País Vasco;;Viviendas: Total;2020;17.882
Total Nacional;16 País Vasco;;Viviendas: Total;2019;20.705
Total Nacional;16 País Vasco;;Viviendas: Total;2018;20.250
Total Nacional;16 País Vasco;;Viviendas: Total;2017;17.787
Total Nacional;16 País Vasco;;Viviendas: Total;2016;15.962
Total Nacional;16 País Vasco;;Viviendas: Total;2015;14.227
Total Nacional;16 País Vasco;;Viviendas: Total;2014;11.752
Total Nacional;16 País Vasco;;Viviendas: Total;2013;10.802
Total Nacional;16 País Vasco;;Viviendas: Total;2012;12.329
Total Nacional;16 País Vasco;;Viviendas: Total;2011;15.451
Total Nacional;16 País Vasco;;Viviendas: Total;2010;19.216
Total Nacional;16 País Vasco;;Viviendas: Total;2009;15.316
Total Nacional;16 País Vasco;;Viviendas: Total;2008;19.167
Total Nacional;16 País Vasco;;Viviendas: Total;2007;26.140
Total Nacional;16 País Vasco;;Vivienda nueva;2025;5.525
Total Nacional;16 País Vasco;;Vivienda nueva;2024;4.579
Total Nacional;16 País Vasco;;Vivienda nueva;2023;3.243
Total Nacional;16 País Vasco;;Vivienda nueva;2022;3.758
Total Nacional;16 País Vasco;;Vivienda nueva;2021;3.455
Total Nacional;16 País Vasco;;Vivienda nueva;2020;2.998
Total Nacional;16 País Vasco;;Vivienda nueva;2019;3.690
Total Nacional;16 País Vasco;;Vivienda nueva;2018;3.704
Total Nacional;16 País Vasco;;Vivienda nueva;2017;3.366
Total Nacional;16 País Vasco;;Vivienda nueva;2016;3.616
Total Nacional;16 País Vasco;;Vivienda nueva;2015;3.409
Total Nacional;16 País Vasco;;Vivienda nueva;2014;3.893
Total Nacional;16 País Vasco;;Vivienda nueva;2013;4.522
Total Nacional;16 País Vasco;;Vivienda nueva;2012;5.608
Total Nacional;16 País Vasco;;Vivienda nueva;2011;6.464
Total Nacional;16 País Vasco;;Vivienda nueva;2010;8.596
Total Nacional;16 País Vasco;;Vivienda nueva;2009;7.189
Total Nacional;16 País Vasco;;Vivienda nueva;2008;8.705
Total Nacional;16 País Vasco;;Vivienda nueva;2007;10.722
Total Nacional;16 País Vasco;;Vivienda usada;2025;21.111
Total Nacional;16 País Vasco;;Vivienda usada;2024;18.642
Total Nacional;16 País Vasco;;Vivienda usada;2023;17.125
Total Nacional;16 País Vasco;;Vivienda usada;2022;19.893
Total Nacional;16 País Vasco;;Vivienda usada;2021;18.229
Total Nacional;16 País Vasco;;Vivienda usada;2020;14.884
Total Nacional;16 País Vasco;;Vivienda usada;2019;17.015
Total Nacional;16 País Vasco;;Vivienda usada;2018;16.546
Total Nacional;16 País Vasco;;Vivienda usada;2017;14.421
Total Nacional;16 País Vasco;;Vivienda usada;2016;12.346
Total Nacional;16 País Vasco;;Vivienda usada;2015;10.818
Total Nacional;16 País Vasco;;Vivienda usada;2014;7.859
Total Nacional;16 País Vasco;;Vivienda usada;2013;6.280
Total Nacional;16 País Vasco;;Vivienda usada;2012;6.721
Total Nacional;16 País Vasco;;Vivienda usada;2011;8.987
Total Nacional;16 País Vasco;;Vivienda usada;2010;10.620
Total Nacional;16 País Vasco;;Vivienda usada;2009;8.127
Total Nacional;16 País Vasco;;Vivienda usada;2008;10.462
Total Nacional;16 País Vasco;;Vivienda usada;2007;15.418
Total Nacional;16 País Vasco;;Vivienda libre;2025;23.957
Total Nacional;16 País Vasco;;Vivienda libre;2024;20.907
Total Nacional;16 País Vasco;;Vivienda libre;2023;18.561
Total Nacional;16 País Vasco;;Vivienda libre;2022;21.559
Total Nacional;16 País Vasco;;Vivienda libre;2021;19.953
Total Nacional;16 País Vasco;;Vivienda libre;2020;15.675
Total Nacional;16 País Vasco;;Vivienda libre;2019;18.815
Total Nacional;16 País Vasco;;Vivienda libre;2018;18.533
Total Nacional;16 País Vasco;;Vivienda libre;2017;16.204
Total Nacional;16 País Vasco;;Vivienda libre;2016;13.762
Total Nacional;16 País Vasco;;Vivienda libre;2015;11.865
Total Nacional;16 País Vasco;;Vivienda libre;2014;9.836
Total Nacional;16 País Vasco;;Vivienda libre;2013;8.326
Total Nacional;16 País Vasco;;Vivienda libre;2012;9.360
Total Nacional;16 País Vasco;;Vivienda libre;2011;12.090
Total Nacional;16 País Vasco;;Vivienda libre;2010;15.247
Total Nacional;16 País Vasco;;Vivienda libre;2009;12.148
Total Nacional;16 País Vasco;;Vivienda libre;2008;15.804
Total Nacional;16 País Vasco;;Vivienda libre;2007;22.426
Total Nacional;16 País Vasco;;Vivienda protegida;2025;2.679
Total Nacional;16 País Vasco;;Vivienda protegida;2024;2.314
Total Nacional;16 País Vasco;;Vivienda protegida;2023;1.807
Total Nacional;16 País Vasco;;Vivienda protegida;2022;2.092
Total Nacional;16 País Vasco;;Vivienda protegida;2021;1.731
Total Nacional;16 País Vasco;;Vivienda protegida;2020;2.207
Total Nacional;16 País Vasco;;Vivienda protegida;2019;1.890
Total Nacional;16 País Vasco;;Vivienda protegida;2018;1.717
Total Nacional;16 País Vasco;;Vivienda protegida;2017;1.583
Total Nacional;16 País Vasco;;Vivienda protegida;2016;2.200
Total Nacional;16 País Vasco;;Vivienda protegida;2015;2.362
Total Nacional;16 País Vasco;;Vivienda protegida;2014;1.916
Total Nacional;16 País Vasco;;Vivienda protegida;2013;2.476
Total Nacional;16 País Vasco;;Vivienda protegida;2012;2.969
Total Nacional;16 País Vasco;;Vivienda protegida;2011;3.361
Total Nacional;16 País Vasco;;Vivienda protegida;2010;3.969
Total Nacional;16 País Vasco;;Vivienda protegida;2009;3.168
Total Nacional;16 País Vasco;;Vivienda protegida;2008;3.363
Total Nacional;16 País Vasco;;Vivienda protegida;2007;3.714
Total Nacional;16 País Vasco;01 Araba/Álava;Viviendas: Total;2025;4.148
Total Nacional;16 País Vasco;01 Araba/Álava;Viviendas: Total;2024;3.697
Total Nacional;16 País Vasco;01 Araba/Álava;Viviendas: Total;2023;3.083
Total Nacional;16 País Vasco;01 Araba/Álava;Viviendas: Total;2022;3.842
Total Nacional;16 País Vasco;01 Araba/Álava;Viviendas: Total;2021;3.483
Total Nacional;16 País Vasco;01 Araba/Álava;Viviendas: Total;2020;3.380
Total Nacional;16 País Vasco;01 Araba/Álava;Viviendas: Total;2019;3.309
Total Nacional;16 País Vasco;01 Araba/Álava;Viviendas: Total;2018;3.176
Total Nacional;16 País Vasco;01 Araba/Álava;Viviendas: Total;2017;2.807
Total Nacional;16 País Vasco;01 Araba/Álava;Viviendas: Total;2016;2.217
Total Nacional;16 País Vasco;01 Araba/Álava;Viviendas: Total;2015;1.891
Total Nacional;16 País Vasco;01 Araba/Álava;Viviendas: Total;2014;1.948
Total Nacional;16 País Vasco;01 Araba/Álava;Viviendas: Total;2013;2.304
Total Nacional;16 País Vasco;01 Araba/Álava;Viviendas: Total;2012;2.957
Total Nacional;16 País Vasco;01 Araba/Álava;Viviendas: Total;2011;3.236
Total Nacional;16 País Vasco;01 Araba/Álava;Viviendas: Total;2010;4.435
Total Nacional;16 País Vasco;01 Araba/Álava;Viviendas: Total;2009;3.127
Total Nacional;16 País Vasco;01 Araba/Álava;Viviendas: Total;2008;3.732
Total Nacional;16 País Vasco;01 Araba/Álava;Viviendas: Total;2007;4.951
Total Nacional;16 País Vasco;01 Araba/Álava;Vivienda nueva;2025;1.678
Total Nacional;16 País Vasco;01 Araba/Álava;Vivienda nueva;2024;1.170
Total Nacional;16 País Vasco;01 Araba/Álava;Vivienda nueva;2023;462
Total Nacional;16 País Vasco;01 Araba/Álava;Vivienda nueva;2022;725
Total Nacional;16 País Vasco;01 Araba/Álava;Vivienda nueva;2021;480
Total Nacional;16 País Vasco;01 Araba/Álava;Vivienda nueva;2020;381
Total Nacional;16 País Vasco;01 Araba/Álava;Vivienda nueva;2019;485
Total Nacional;16 País Vasco;01 Araba/Álava;Vivienda nueva;2018;573
Total Nacional;16 País Vasco;01 Araba/Álava;Vivienda nueva;2017;512
Total Nacional;16 País Vasco;01 Araba/Álava;Vivienda nueva;2016;527
Total Nacional;16 País Vasco;01 Araba/Álava;Vivienda nueva;2015;510
Total Nacional;16 País Vasco;01 Araba/Álava;Vivienda nueva;2014;903
Total Nacional;16 País Vasco;01 Araba/Álava;Vivienda nueva;2013;1.169
Total Nacional;16 País Vasco;01 Araba/Álava;Vivienda nueva;2012;1.857
Total Nacional;16 País Vasco;01 Araba/Álava;Vivienda nueva;2011;1.721
Total Nacional;16 País Vasco;01 Araba/Álava;Vivienda nueva;2010;3.111
Total Nacional;16 País Vasco;01 Araba/Álava;Vivienda nueva;2009;1.384
Total Nacional;16 País Vasco;01 Araba/Álava;Vivienda nueva;2008;1.589
Total Nacional;16 País Vasco;01 Araba/Álava;Vivienda nueva;2007;1.833
Total Nacional;16 País Vasco;01 Araba/Álava;Vivienda usada;2025;2.470
Total Nacional;16 País Vasco;01 Araba/Álava;Vivienda usada;2024;2.527
Total Nacional;16 País Vasco;01 Araba/Álava;Vivienda usada;2023;2.621
Total Nacional;16 País Vasco;01 Araba/Álava;Vivienda usada;2022;3.117
Total Nacional;16 País Vasco;01 Araba/Álava;Vivienda usada;2021;3.003
Total Nacional;16 País Vasco;01 Araba/Álava;Vivienda usada;2020;2.999
Total Nacional;16 País Vasco;01 Araba/Álava;Vivienda usada;2019;2.824
Total Nacional;16 País Vasco;01 Araba/Álava;Vivienda usada;2018;2.603
